"","...1","Feature1","Feature2","W"
"551",2669,"LKT__s__Clostridiales_bacterium","LKT__s__Bacteroides_fragilis",0.0001106714721154
"552",2676,"LKT__o__Bacteroidales","LKT__s__Bacteroides_fragilis",0.00017618595064063
"553",2688,"LKT__s__Bacteroides_faecis","LKT__s__Bacteroides_fragilis",0.0002736776817477
"554",2691,"LKT__s__Odoribacter_splanchnicus","LKT__s__Bacteroides_fragilis",0.000289228934
"555",2701,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Bacteroides_fragilis",0.00012822678180993
"556",2716,"LKT__s__Clostridioides_difficile","LKT__s__Bacteroides_fragilis",0.00023100003653
"557",2717,"LKT__s__Hungatella_hathewayi","LKT__s__Bacteroides_fragilis",0.0001534042040015
"558",2731,"LKT__g__Prevotella","LKT__s__Bacteroides_fragilis",0.00012356337912789
"559",2745,"LKT__s__Enterocloster_asparagiformis","LKT__s__Bacteroides_fragilis",0.0001628249614319
"560",2752,"LKT__s__Anaerofustis_stercorihominis","LKT__s__Bacteroides_fragilis",0.00017319253685117
"561",2757,"LKT__s__Cuneatibacter_caecimuris","LKT__s__Bacteroides_fragilis",0.000402890589767
"562",2759,"LKT__s__Bacteroides_uniformis","LKT__s__Parabacteroides_merdae",0.00024941609471619
"563",2760,"LKT__g__Bacteroides","LKT__s__Parabacteroides_merdae",0.00041166934360846
"564",2763,"LKT__s__Bacteroides_Unclassified","LKT__s__Parabacteroides_merdae",0.0004122677482764
"565",2772,"LKT__s__Bacteroides_dorei","LKT__s__Parabacteroides_merdae",0.00028634562238779
"566",2773,"LKT__s__Alistipes_putredinis","LKT__s__Parabacteroides_merdae",0.00011492291116337
"567",2779,"LKT__s__Bacteroides_intestinalis","LKT__s__Parabacteroides_merdae",0.0002378272123873
"568",2781,"LKT__o__Bacteroidales","LKT__s__Parabacteroides_merdae",0.0001329220588475
"569",2808,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Parabacteroides_merdae",0.00011193852201091
"570",2821,"LKT__s__Clostridioides_difficile","LKT__s__Parabacteroides_merdae",0.00030022423947105
"571",2838,"LKT__g__Roseburia","LKT__s__Parabacteroides_merdae",0.00012535828932313
"572",2844,"LKT__s__Butyricicoccus_pullicaecorum","LKT__s__Parabacteroides_merdae",0.00013639691221885
"573",2858,"LKT__s__Eubacterium_rectale","LKT__s__Alistipes_finegoldii",0.00019278219427205
"574",2860,"LKT__o__Clostridiales","LKT__s__Alistipes_finegoldii",0.0003327141032668
"575",2862,"LKT__s__Bacteroides_cellulosilyticus","LKT__s__Alistipes_finegoldii",0.00012476270551743
"576",2866,"LKT__s__Alistipes_putredinis","LKT__s__Alistipes_finegoldii",0.0013026395131709
"577",2868,"LKT__f__Lachnospiraceae","LKT__s__Alistipes_finegoldii",0.00025073621911197
"578",2878,"LKT__p__Firmicutes","LKT__s__Alistipes_finegoldii",0.0001968006340767
"579",2880,"LKT__s__Ruminococcus_flavefaciens","LKT__s__Alistipes_finegoldii",0.00058580162101699
"580",2884,"LKT__s__Eubacterium_siraeum","LKT__s__Alistipes_finegoldii",0.0001002593531478
"581",2887,"LKT__s__Roseburia_inulinivorans","LKT__s__Alistipes_finegoldii",0.00010549922474568
"582",2889,"LKT__s__Odoribacter_splanchnicus","LKT__s__Alistipes_finegoldii",0.00066709848975013
"583",2891,"LKT__s__Bacteroides_plebeius","LKT__s__Alistipes_finegoldii",0.0002186059097913
"584",2894,"LKT__s__Ruthenibacterium_lactatiformans","LKT__s__Alistipes_finegoldii",0.00013009303064821
"585",2905,"LKT__f__Rikenellaceae","LKT__s__Alistipes_finegoldii",0.00022117980826646
"586",2906,"LKT__s__Enterocloster_bolteae","LKT__s__Alistipes_finegoldii",0.00017280457055789
"587",2907,"LKT__s__Clostridioides_difficile","LKT__s__Alistipes_finegoldii",0.00021327439050414
"588",2932,"LKT__g__Butyricicoccus","LKT__s__Alistipes_finegoldii",0.00013485067438236
"589",2951,"LKT__s__Bacteroides_thetaiotaomicron","LKT__o__Bacteroidales",0.00012653572076162
"590",2953,"LKT__s__Escherichia_coli","LKT__o__Bacteroidales",0.000205045104452
"591",2955,"LKT__s__Bacteroides_dorei","LKT__o__Bacteroidales",0.00047254462200263
"592",2959,"LKT__s__Bacteroides_caccae","LKT__o__Bacteroidales",0.0004839281468411
"593",2960,"LKT__s__Clostridiales_bacterium","LKT__o__Bacteroidales",0.0002560568207575
"594",2968,"LKT__s__Dorea_longicatena","LKT__o__Bacteroidales",0.0001196093827787
"595",2975,"LKT__s__Bacteroides_faecis","LKT__o__Bacteroidales",0.0001598461718473
"596",2978,"LKT__s__Parabacteroides_Unclassified","LKT__o__Bacteroidales",0.0002676952126388
"597",2979,"LKT__s__Roseburia_inulinivorans","LKT__o__Bacteroidales",0.0002697399084431
"598",2980,"LKT__s__Flavonifractor_plautii","LKT__o__Bacteroidales",0.0001407961146493
"599",2984,"LKT__s__Coprococcus_comes","LKT__o__Bacteroidales",0.0001634197293137
"600",2990,"LKT__s__Enterocloster_clostridioformis","LKT__o__Bacteroidales",0.0005142620722113
"601",3005,"LKT__f__Rikenellaceae","LKT__o__Bacteroidales",0.00036837678630769
"602",3009,"LKT__s__Anaerotruncus_colihominis","LKT__o__Bacteroidales",0.0001670144119559
"603",3016,"LKT__s__Intestinimonas_butyriciproducens","LKT__o__Bacteroidales",0.0001498102250409
"604",3018,"LKT__s__Eubacterium_ventriosum","LKT__o__Bacteroidales",0.0004390024993218
"605",3024,"LKT__g__Roseburia","LKT__o__Bacteroidales",0.00016630488458909
"606",3035,"LKT__d__Eukaryota","LKT__o__Bacteroidales",0.00015337051744274
"607",3039,"LKT__s__Enterocloster_aldensis","LKT__o__Bacteroidales",0.00018757776688589
"608",3044,"LKT__s__Paenibacillus_Unclassified","LKT__o__Bacteroidales",0.0001415148106946
"609",3050,"LKT__s__Bacteroides_Unclassified","LKT__s__Cyclospora_cayetanensis",0.0003339335700363
"610",3065,"LKT__s__Bacteroides_fragilis","LKT__s__Cyclospora_cayetanensis",0.00011913229329358
"611",3070,"LKT__s__Roseburia_intestinalis","LKT__s__Cyclospora_cayetanensis",0.0001789909896694
"612",3080,"LKT__s__Oscillibacter_Unclassified","LKT__s__Cyclospora_cayetanensis",0.0001692197298221
"613",3082,"LKT__s__Lachnospira_eligens","LKT__s__Cyclospora_cayetanensis",0.0001189941106237
"614",3088,"LKT__s__Enterocloster_clostridioformis","LKT__s__Cyclospora_cayetanensis",0.00010575564373362
"615",3090,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Cyclospora_cayetanensis",0.00049182061428797
"616",3091,"LKT__s__Bacteroides_finegoldii","LKT__s__Cyclospora_cayetanensis",0.00016714039489491
"617",3095,"LKT__s__Roseburia_Unclassified","LKT__s__Cyclospora_cayetanensis",0.0004230011354278
"618",3098,"LKT__f__Clostridiaceae","LKT__s__Cyclospora_cayetanensis",0.00011413521476345
"619",3105,"LKT__s__Clostridioides_difficile","LKT__s__Cyclospora_cayetanensis",0.00024157237324095
"620",3108,"LKT__s__Anaerotruncus_colihominis","LKT__s__Cyclospora_cayetanensis",0.00014889738066437
"621",3109,"LKT__s__Coprococcus_Unclassified","LKT__s__Cyclospora_cayetanensis",0.00019796193210751
"622",3111,"LKT__f__Erysipelotrichaceae","LKT__s__Cyclospora_cayetanensis",0.000297034713689
"623",3113,"LKT__s__Erysipelotrichaceae_bacterium","LKT__s__Cyclospora_cayetanensis",0.00030493925912089
"624",3126,"LKT__s__Harryflintia_acetispora","LKT__s__Cyclospora_cayetanensis",0.00011594857664999
"625",3127,"LKT__s__Butyrivibrio_Unclassified","LKT__s__Cyclospora_cayetanensis",0.00012006444835236
"626",3130,"LKT__s__Enterocloster_asparagiformis","LKT__s__Cyclospora_cayetanensis",0.00011005602681123
"627",3132,"LKT__d__Eukaryota","LKT__s__Cyclospora_cayetanensis",0.00010053981344942
"628",3134,"LKT__s__Bacillus_Unclassified","LKT__s__Cyclospora_cayetanensis",0.00013866946872622
"629",3137,"LKT__s__Agathobaculum_desmolans","LKT__s__Cyclospora_cayetanensis",0.0002966767464991
"630",3144,"LKT__g__Bacteroides","LKT__s__Ruminococcus_gnavus",0.00014611238669355
"631",3146,"LKT__s__Ruminococcus_Unclassified","LKT__s__Ruminococcus_gnavus",0.00027588550392739
"632",3149,"LKT__s__Bacteroides_stercoris","LKT__s__Ruminococcus_gnavus",0.00021652639924357
"633",3158,"LKT__s__Bacteroides_xylanisolvens","LKT__s__Ruminococcus_gnavus",0.0001761016211815
"634",3167,"LKT__p__Firmicutes","LKT__s__Ruminococcus_gnavus",0.00035028902730901
"635",3186,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Ruminococcus_gnavus",0.0003955773802033
"636",3188,"LKT__g__Parabacteroides","LKT__s__Ruminococcus_gnavus",0.0001653922545796
"637",3191,"LKT__s__Sellimonas_intestinalis","LKT__s__Ruminococcus_gnavus",0.0001239079908564
"638",3193,"LKT__f__Clostridiaceae","LKT__s__Ruminococcus_gnavus",0.00013259576867159
"639",3206,"LKT__s__Coprococcus_Unclassified","LKT__s__Ruminococcus_gnavus",0.00090695616693499
"640",3208,"LKT__s__Clostridium_scindens","LKT__s__Ruminococcus_gnavus",0.00015944172290677
"641",3211,"LKT__s__Clostridium_innocuum","LKT__s__Ruminococcus_gnavus",0.0002856992797601
"642",3229,"LKT__s__Enterocloster_lavalensis","LKT__s__Ruminococcus_gnavus",0.0004593370470506
"643",3240,"LKT__s__Bacteroides_uniformis","LKT__k__Bacteria",0.00020146002593679
"644",3251,"LKT__s__Parabacteroides_distasonis","LKT__k__Bacteria",0.00020581405346144
"645",3256,"LKT__s__Alistipes_putredinis","LKT__k__Bacteria",0.0002030990603458
"646",3259,"LKT__s__Clostridiales_bacterium","LKT__k__Bacteria",0.00021396962804234
"647",3261,"LKT__s__Blautia_obeum","LKT__k__Bacteria",0.0003186857043845
"648",3264,"LKT__s__Bacteroides_fragilis","LKT__k__Bacteria",0.00016103645535489
"649",3275,"LKT__s__Ruminococcus_torques","LKT__k__Bacteria",0.00020641829042399
"650",3279,"LKT__s__Bacteroides_faecis","LKT__k__Bacteria",0.00019895914700958
"651",3281,"LKT__s__Eubacteriaceae_bacterium","LKT__k__Bacteria",0.00012758800117005
"652",3289,"LKT__s__Bacteroides_plebeius","LKT__k__Bacteria",0.0004339203436962
"653",3297,"LKT__g__Parabacteroides","LKT__k__Bacteria",0.00012319664072841
"654",3304,"LKT__s__Clostridium_symbiosum","LKT__k__Bacteria",0.0001058505957898
"655",3305,"LKT__f__Clostridiaceae","LKT__k__Bacteria",0.0001596968346315
"656",3309,"LKT__f__Enterobacteriaceae","LKT__k__Bacteria",0.0001751872989555
"657",3321,"LKT__s__Clostridium_scindens","LKT__k__Bacteria",0.0002388739384182
"658",3327,"LKT__s__Anaerotruncus_massiliensis","LKT__k__Bacteria",0.0002046908662181
"659",3330,"LKT__s__Coprococcus_eutactus","LKT__k__Bacteria",0.0001434202425014
"660",3335,"LKT__s__Intestinimonas_timonensis","LKT__k__Bacteria",0.0003013252910422
"661",3345,"LKT__s__Bacillus_Unclassified","LKT__k__Bacteria",0.0002041418679413
"662",3349,"LKT__g__Coprococcus","LKT__k__Bacteria",0.00015466568939639
"663",3350,"LKT__s__Agathobaculum_desmolans","LKT__k__Bacteria",0.00017422175466478
"664",3352,"LKT__s__Cuneatibacter_caecimuris","LKT__k__Bacteria",0.0002401571063148
"665",3353,"LKT__s__Marvinbryantia_formatexigens","LKT__k__Bacteria",0.0001908173648966
"666",3361,"LKT__s__Bacteroides_ovatus","LKT__s__Gemmiger_formicilis",0.0001078189417398
"667",3369,"LKT__s__Ruminococcaceae_bacterium","LKT__s__Gemmiger_formicilis",0.00017793855070725
"668",3383,"LKT__s__Anaerobutyricum_hallii","LKT__s__Gemmiger_formicilis",0.000771572112586
"669",3384,"LKT__s__Roseburia_intestinalis","LKT__s__Gemmiger_formicilis",0.0001467046379595
"670",3396,"LKT__s__Blautia_massiliensis","LKT__s__Gemmiger_formicilis",0.00016153318468149
"671",3405,"LKT__s__Roseburia_Unclassified","LKT__s__Gemmiger_formicilis",0.0005664814272031
"672",3407,"LKT__s__Eubacterium_ramulus","LKT__s__Gemmiger_formicilis",0.0001666128605622
"673",3410,"LKT__g__Faecalibacterium","LKT__s__Gemmiger_formicilis",0.0001116495694787
"674",3422,"LKT__s__Coprococcus_eutactus","LKT__s__Gemmiger_formicilis",0.00069566876514109
"675",3431,"LKT__g__Butyricicoccus","LKT__s__Gemmiger_formicilis",0.00032478663403765
"676",3438,"LKT__s__Anaerofustis_stercorihominis","LKT__s__Gemmiger_formicilis",0.0001721920710949
"677",3442,"LKT__s__Paenibacillus_Unclassified","LKT__s__Gemmiger_formicilis",0.00012812341779313
"678",3450,"LKT__s__Eubacterium_rectale","LKT__s__Roseburia_faecis",0.00018177195960009
"679",3452,"LKT__o__Clostridiales","LKT__s__Roseburia_faecis",0.0001972205526043
"680",3462,"LKT__s__Blautia_obeum","LKT__s__Roseburia_faecis",0.00010436810196066
"681",3479,"LKT__s__Lachnospira_eligens","LKT__s__Roseburia_faecis",0.00017095483452939
"682",3484,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Roseburia_faecis",0.0001355139788162
"683",3506,"LKT__g__Roseburia","LKT__s__Roseburia_faecis",0.00034886180188711
"684",3510,"LKT__f__Eubacteriaceae","LKT__s__Roseburia_faecis",0.00014244110779449
"685",3515,"LKT__s__Butyrivibrio_Unclassified","LKT__s__Roseburia_faecis",0.00014028872165889
"686",3516,"LKT__g__Butyricicoccus","LKT__s__Roseburia_faecis",0.0003493937726772
"687",3520,"LKT__g__Coprococcus","LKT__s__Roseburia_faecis",0.00026662192598486
"688",3525,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Dorea_longicatena",0.0003029020458596
"689",3528,"LKT__s__Eubacterium_rectale","LKT__s__Dorea_longicatena",0.000457028428376
"690",3533,"LKT__s__Blautia_Unclassified","LKT__s__Dorea_longicatena",0.00017689013972679
"691",3538,"LKT__s__Clostridium_Unclassified","LKT__s__Dorea_longicatena",0.00030536547455216
"692",3547,"LKT__s__Gemmiger_formicilis","LKT__s__Dorea_longicatena",0.0002179111199907
"693",3549,"LKT__s__Anaerobutyricum_hallii","LKT__s__Dorea_longicatena",0.0001551815271637
"694",3551,"LKT__s__Firmicutes_bacterium","LKT__s__Dorea_longicatena",0.00057433223294778
"695",3557,"LKT__s__Coprococcus_comes","LKT__s__Dorea_longicatena",0.00017895249323707
"696",3558,"LKT__s__Lachnospira_eligens","LKT__s__Dorea_longicatena",0.0001434625845478
"697",3570,"LKT__s__Eisenbergiella_massiliensis","LKT__s__Dorea_longicatena",0.0002687719409604
"698",3571,"LKT__g__Clostridium","LKT__s__Dorea_longicatena",0.00012994579822525
"699",3576,"LKT__s__Clostridioides_difficile","LKT__s__Dorea_longicatena",0.0004150200508348
"700",3586,"LKT__s__Pseudoflavonifractor_Unclassified","LKT__s__Dorea_longicatena",0.0001395363437068
"701",3588,"LKT__s__Coprococcus_eutactus","LKT__s__Dorea_longicatena",0.00019423529367498
"702",3603,"LKT__s__Lachnoclostridium_phocaeense","LKT__s__Dorea_longicatena",0.00014981599476148
"703",3607,"LKT__g__Veillonella","LKT__s__Dorea_longicatena",0.0004143323615116
"704",3612,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Anaerobutyricum_hallii",0.0004311605553999
"705",3616,"LKT__s__Eubacterium_rectale","LKT__s__Anaerobutyricum_hallii",0.0005650593734146
"706",3618,"LKT__o__Clostridiales","LKT__s__Anaerobutyricum_hallii",0.00010461671503699
"707",3628,"LKT__s__Parabacteroides_merdae","LKT__s__Anaerobutyricum_hallii",0.00018760142999119
"708",3636,"LKT__s__Roseburia_intestinalis","LKT__s__Anaerobutyricum_hallii",0.00018430129544353
"709",3638,"LKT__g__Ruminococcus","LKT__s__Anaerobutyricum_hallii",0.00014095698735449
"710",3639,"LKT__s__Firmicutes_bacterium","LKT__s__Anaerobutyricum_hallii",0.00015422962668575
"711",3647,"LKT__s__Coprococcus_comes","LKT__s__Anaerobutyricum_hallii",0.00033301026357033
"712",3651,"LKT__s__Dorea_formicigenerans","LKT__s__Anaerobutyricum_hallii",0.00023083050770612
"713",3655,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Anaerobutyricum_hallii",0.00035033953078956
"714",3658,"LKT__g__Blautia","LKT__s__Anaerobutyricum_hallii",0.00010296197178495
"715",3664,"LKT__f__Rikenellaceae","LKT__s__Anaerobutyricum_hallii",0.0001326803419648
"716",3668,"LKT__s__Coprococcus_catus","LKT__s__Anaerobutyricum_hallii",0.00014078875434216
"717",3682,"LKT__g__Butyricicoccus","LKT__s__Anaerobutyricum_hallii",0.00012668250764038
"718",3699,"LKT__s__Eubacterium_rectale","LKT__p__Firmicutes",0.00016561608756409
"719",3701,"LKT__o__Clostridiales","LKT__p__Firmicutes",0.0004909950785811
"720",3710,"LKT__f__Lachnospiraceae","LKT__p__Firmicutes",0.00021449358901748
"721",3719,"LKT__s__Cyclospora_cayetanensis","LKT__p__Firmicutes",0.0002828840190384
"722",3725,"LKT__s__Anaerobutyricum_hallii","LKT__p__Firmicutes",0.00014446576884176
"723",3739,"LKT__s__Coprococcus_comes","LKT__p__Firmicutes",0.0001662210428749
"724",3740,"LKT__s__Lachnospira_eligens","LKT__p__Firmicutes",0.0004012978976508
"725",3741,"LKT__s__Blautia_massiliensis","LKT__p__Firmicutes",0.0002477453051604
"726",3743,"LKT__s__Roseburia_hominis","LKT__p__Firmicutes",0.0002158321486218
"727",3747,"LKT__s__Butyricicoccus_Unclassified","LKT__p__Firmicutes",0.00010593395352736
"728",3750,"LKT__g__Blautia","LKT__p__Firmicutes",0.0002875647889854
"729",3764,"LKT__g__Faecalibacterium","LKT__p__Firmicutes",0.00018637730868063
"730",3774,"LKT__s__Eubacterium_ventriosum","LKT__p__Firmicutes",0.0001107732819343
"731",3780,"LKT__g__Roseburia","LKT__p__Firmicutes",0.00015924192114141
"732",3800,"LKT__o__Bacillales","LKT__p__Firmicutes",0.000314751202435
"733",3807,"LKT__s__Eubacterium_rectale","LKT__s__Roseburia_intestinalis",0.00057616394661808
"734",3818,"LKT__s__Bacteroides_fragilis","LKT__s__Roseburia_intestinalis",0.00016271493923781
"735",3822,"LKT__k__Bacteria","LKT__s__Roseburia_intestinalis",0.0002216217742497
"736",3827,"LKT__s__Bacteroides_faecis","LKT__s__Roseburia_intestinalis",0.00010116799061732
"737",3828,"LKT__s__Eubacteriaceae_bacterium","LKT__s__Roseburia_intestinalis",0.00010510834688842
"738",3834,"LKT__s__Lachnospira_eligens","LKT__s__Roseburia_intestinalis",0.00053403375725
"739",3835,"LKT__s__Blautia_massiliensis","LKT__s__Roseburia_intestinalis",0.00018366665036997
"740",3837,"LKT__s__Roseburia_hominis","LKT__s__Roseburia_intestinalis",0.00026761721892019
"741",3838,"LKT__s__Blautia_hansenii","LKT__s__Roseburia_intestinalis",0.00014437887211307
"742",3841,"LKT__s__Bacteroides_finegoldii","LKT__s__Roseburia_intestinalis",0.00025516542794884
"743",3851,"LKT__s__Eubacterium_ramulus","LKT__s__Roseburia_intestinalis",0.0003150105693521
"744",3865,"LKT__s__Dorea_Unclassified","LKT__s__Roseburia_intestinalis",0.0001703853989978
"745",3872,"LKT__g__Roseburia","LKT__s__Roseburia_intestinalis",0.00037879379415938
"746",3894,"LKT__f__Lachnospiraceae","LKT__s__Ruminococcus_flavefaciens",0.0001927016165335
"747",3906,"LKT__g__Ruminococcus","LKT__s__Ruminococcus_flavefaciens",0.00033603109286869
"748",3908,"LKT__s__Eubacterium_siraeum","LKT__s__Ruminococcus_flavefaciens",0.0003531337268845
"749",3912,"LKT__f__Ruminococcaceae","LKT__s__Ruminococcus_flavefaciens",0.00027278213080132
"750",3917,"LKT__s__Clostridium_leptum","LKT__s__Ruminococcus_flavefaciens",0.00026134661265215
"751",3919,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Ruminococcus_flavefaciens",0.00022259630046369
"752",3944,"LKT__s__Anaerotruncus_massiliensis","LKT__s__Ruminococcus_flavefaciens",0.0002564261848448
"753",3947,"LKT__p__Proteobacteria","LKT__s__Ruminococcus_flavefaciens",0.00011412744474399
"754",3964,"LKT__s__Phocea_massiliensis","LKT__s__Ruminococcus_flavefaciens",0.0001965355995624
"755",3973,"LKT__s__Bacteroides_uniformis","LKT__s__Ruminococcus_torques",0.00014011672310669
"756",3976,"LKT__s__Bacteroides_Unclassified","LKT__s__Ruminococcus_torques",0.00016904860698214
"757",3983,"LKT__s__Ruminococcaceae_bacterium","LKT__s__Ruminococcus_torques",0.00018315324646249
"758",3986,"LKT__s__Bacteroides_caccae","LKT__s__Ruminococcus_torques",0.00016578270206848
"759",3989,"LKT__s__Blautia_obeum","LKT__s__Ruminococcus_torques",0.0002867710210055
"760",3992,"LKT__s__Parabacteroides_merdae","LKT__s__Ruminococcus_torques",0.00010964676427618
"761",3994,"LKT__o__Bacteroidales","LKT__s__Ruminococcus_torques",0.0002589586455809
"762",4005,"LKT__s__Blautia_massiliensis","LKT__s__Ruminococcus_torques",0.00010553312727739
"763",4023,"LKT__s__Enterocloster_bolteae","LKT__s__Ruminococcus_torques",0.00011206045268371
"764",4025,"LKT__g__Streptococcus","LKT__s__Ruminococcus_torques",0.0002037983857142
"765",4026,"LKT__g__Faecalibacterium","LKT__s__Ruminococcus_torques",0.0003581275238864
"766",4033,"LKT__s__Clostridium_innocuum","LKT__s__Ruminococcus_torques",0.0004109517192155
"767",4035,"LKT__s__Dorea_Unclassified","LKT__s__Ruminococcus_torques",0.0007485066320078
"768",4036,"LKT__s__Eubacterium_ventriosum","LKT__s__Ruminococcus_torques",0.0001467059345548
"769",4042,"LKT__f__Oscillospiraceae","LKT__s__Ruminococcus_torques",0.00012616283085391
"770",4052,"LKT__s__Phocea_massiliensis","LKT__s__Ruminococcus_torques",0.00010209227683712
"771",4060,"LKT__s__Ruminococcus_Unclassified","LKT__g__Ruminococcus",0.00025047228953269
"772",4072,"LKT__s__Blautia_obeum","LKT__g__Ruminococcus",0.0001274496461598
"773",4078,"LKT__s__Ruminococcus_gnavus","LKT__g__Ruminococcus",0.0001310681285659
"774",4080,"LKT__s__Gemmiger_formicilis","LKT__g__Ruminococcus",0.0001320153521494
"775",4085,"LKT__s__Roseburia_intestinalis","LKT__g__Ruminococcus",0.0002603782899201
"776",4086,"LKT__s__Ruminococcus_flavefaciens","LKT__g__Ruminococcus",0.0001305479230978
"777",4090,"LKT__s__Eubacteriaceae_bacterium","LKT__g__Ruminococcus",0.000137590352646
"778",4098,"LKT__s__Roseburia_hominis","LKT__g__Ruminococcus",0.0002603805878269
"779",4109,"LKT__s__Ruminococcus_lactaris","LKT__g__Ruminococcus",0.00023464665276367
"780",4111,"LKT__s__Eubacterium_ramulus","LKT__g__Ruminococcus",0.00013035934283749
"781",4120,"LKT__s__Coprococcus_catus","LKT__g__Ruminococcus",0.0001669119850592
"782",4122,"LKT__s__Streptococcus_Unclassified","LKT__g__Ruminococcus",0.00031404629205829
"783",4129,"LKT__s__Eubacterium_Unclassified","LKT__g__Ruminococcus",0.00015243144946429
"784",4132,"LKT__s__Coprococcus_eutactus","LKT__g__Ruminococcus",0.0004768028227043
"785",4137,"LKT__f__Eubacteriaceae","LKT__g__Ruminococcus",0.0001194160211679
"786",4150,"LKT__g__Coprococcus","LKT__g__Ruminococcus",0.0001555390803594
"787",4154,"LKT__s__Marvinbryantia_formatexigens","LKT__g__Ruminococcus",0.00021417619749696
"788",4156,"LKT__Unclassified","LKT__s__Firmicutes_bacterium",0.0005457606256162
"789",4160,"LKT__o__Clostridiales","LKT__s__Firmicutes_bacterium",0.00016824333124732
"790",4174,"LKT__s__Cyclospora_cayetanensis","LKT__s__Firmicutes_bacterium",0.00045657561667463
"791",4175,"LKT__s__Gemmiger_formicilis","LKT__s__Firmicutes_bacterium",0.00010072599697392
"792",4178,"LKT__p__Firmicutes","LKT__s__Firmicutes_bacterium",0.00015985566088169
"793",4184,"LKT__s__Clostridiaceae_bacterium","LKT__s__Firmicutes_bacterium",0.00012753857468899
"794",4189,"LKT__s__Coprococcus_comes","LKT__s__Firmicutes_bacterium",0.0002500808835437
"795",4195,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Firmicutes_bacterium",0.00014720837363009
"796",4196,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Firmicutes_bacterium",0.00015191354276519
"797",4197,"LKT__s__Subdoligranulum_Unclassified","LKT__s__Firmicutes_bacterium",0.0001948105440437
"798",4205,"LKT__g__Streptococcus","LKT__s__Firmicutes_bacterium",0.00011359891149329
"799",4209,"LKT__s__Coprococcus_catus","LKT__s__Firmicutes_bacterium",0.0002504502259004
"800",4217,"LKT__s__Coprococcus_eutactus","LKT__s__Firmicutes_bacterium",0.00024196843292395
"801",4224,"LKT__s__Butyrivibrio_Unclassified","LKT__s__Firmicutes_bacterium",0.0002032665341046
"802",4236,"LKT__g__Bacteroides","LKT__s__Eubacterium_siraeum",0.0001934476025366
"803",4240,"LKT__s__Bacteroides_thetaiotaomicron","LKT__s__Eubacterium_siraeum",0.00015153090297168
"804",4275,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Eubacterium_siraeum",0.00014178131983024
"805",4300,"LKT__s__Dorea_Unclassified","LKT__s__Eubacterium_siraeum",0.00010307423672243
"806",4302,"LKT__s__Anaerotruncus_massiliensis","LKT__s__Eubacterium_siraeum",0.0007372840682715
"807",4312,"LKT__s__Frisingicoccus_caecimuris","LKT__s__Eubacterium_siraeum",0.00014870480336407
"808",4317,"LKT__g__Bacillus","LKT__s__Eubacterium_siraeum",0.00012152877053419
"809",4334,"LKT__s__Ruminococcus_Unclassified","LKT__s__Bacteroides_faecis",0.00010087117850114
"810",4335,"LKT__s__Bacteroides_Unclassified","LKT__s__Bacteroides_faecis",0.0002296464615057
"811",4336,"LKT__s__Bacteroides_ovatus","LKT__s__Bacteroides_faecis",0.00011355924863127
"812",4342,"LKT__f__Lachnospiraceae","LKT__s__Bacteroides_faecis",0.00012416518352606
"813",4349,"LKT__s__Bacteroides_fragilis","LKT__s__Bacteroides_faecis",0.00043229969932229
"814",4354,"LKT__s__Ruminococcus_gnavus","LKT__s__Bacteroides_faecis",0.00025215775547129
"815",4356,"LKT__s__Gemmiger_formicilis","LKT__s__Bacteroides_faecis",0.00018140861263395
"816",4362,"LKT__s__Ruminococcus_torques","LKT__s__Bacteroides_faecis",0.0003410961918652
"817",4383,"LKT__s__Clostridium_symbiosum","LKT__s__Bacteroides_faecis",0.00011051799377934
"818",4387,"LKT__g__Streptococcus","LKT__s__Bacteroides_faecis",0.00012852699902142
"819",4407,"LKT__g__Butyricicoccus","LKT__s__Bacteroides_faecis",0.0001449093152215
"820",4423,"LKT__s__Bacteroides_Unclassified","LKT__s__Clostridiaceae_bacterium",0.00014083078052709
"821",4459,"LKT__s__Roseburia_inulinivorans","LKT__s__Clostridiaceae_bacterium",0.0002810351182283
"822",4462,"LKT__s__Oscillibacter_Unclassified","LKT__s__Clostridiaceae_bacterium",0.00012239592716706
"823",4465,"LKT__s__Blautia_massiliensis","LKT__s__Clostridiaceae_bacterium",0.00077807375214279
"824",4469,"LKT__s__Enterocloster_clostridioformis","LKT__s__Clostridiaceae_bacterium",0.0002688260593942
"825",4473,"LKT__s__Roseburia_Unclassified","LKT__s__Clostridiaceae_bacterium",0.00013598667077828
"826",4480,"LKT__s__Blautia_producta","LKT__s__Clostridiaceae_bacterium",0.00011546505555801
"827",4481,"LKT__s__Eubacterium_ramulus","LKT__s__Clostridiaceae_bacterium",0.00013408513029542
